contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiry,ticker
AAPL260904C00290000,2026-08-14 17:08:29+00:00,290.0,17.53,17.55,19.0,1.5300007,9.562504,3.0,56,0.303168589477539,True,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00295000,2026-08-14 17:14:22+00:00,295.0,13.7,13.0,14.5,0.8999996,7.031247,9.0,214,0.26697510375976563,True,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00300000,2026-08-14 19:53:31+00:00,300.0,10.2,9.9,10.65,0.019999504,0.19645877,115.0,696,0.24622335815429688,True,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00305000,2026-08-14 19:51:46+00:00,305.0,7.1,6.95,7.25,-0.1500001,-2.0689669,429.0,2301,0.2264481652832031,True,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00310000,2026-08-14 19:59:44+00:00,310.0,4.6,4.65,4.85,-0.4000001,-8.000002,360.0,1913,0.2217485052490234,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00315000,2026-08-14 19:54:09+00:00,315.0,3.05,2.91,3.15,-0.27999997,-8.408407,937.0,1909,0.2215654016113281,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00320000,2026-08-14 19:59:46+00:00,320.0,1.88,1.78,1.93,-0.2800001,-12.962967,1839.0,6431,0.2205888488769531,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00325000,2026-08-14 19:58:42+00:00,325.0,1.12,1.04,1.21,-0.14999998,-11.811023,860.0,1606,0.22510540527343748,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00330000,2026-08-14 19:59:09+00:00,330.0,0.68,0.67,0.73,-0.099999964,-12.820508,808.0,6420,0.22852333984375,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00335000,2026-08-14 19:59:31+00:00,335.0,0.43,0.4,0.45,-0.01999998,-4.4444404,396.0,1667,0.23413851806640623,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00340000,2026-08-14 19:58:35+00:00,340.0,0.27,0.25,0.28,-0.01999998,-6.8965454,864.0,2007,0.24048611083984373,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00345000,2026-08-14 19:37:19+00:00,345.0,0.2,0.14,0.21,-0.00999999,-4.7619004,28.0,719,0.25440198730468755,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00350000,2026-08-14 19:52:55+00:00,350.0,0.12,0.11,0.13,-0.020000003,-14.285716,281.0,2023,0.25928475097656256,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00355000,2026-08-14 18:08:40+00:00,355.0,0.1,0.07,0.18,0.020000003,25.000004,10.0,508,0.2963937548828125,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00360000,2026-08-14 19:37:12+00:00,360.0,0.07,0.06,0.1,0.0,0.0,13.0,1866,0.29395237304687494,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00365000,2026-08-14 17:58:22+00:00,365.0,0.01,0.01,0.12,-0.03,-75.0,2.0,235,0.3232489550781249,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00370000,2026-08-14 19:23:29+00:00,370.0,0.05,0.01,0.23,0.020000001,66.66668,3.0,573,0.37744763183593744,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00375000,2026-08-13 19:29:39+00:00,375.0,0.04,0.0,0.08,0.0,0.0,13.0,750,0.34668622070312494,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00380000,2026-08-14 19:48:36+00:00,380.0,0.05,0.01,0.07,0.0,0.0,3.0,131,0.36035795898437495,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00385000,2026-08-14 14:17:16+00:00,385.0,0.05,0.0,0.1,0.010000002,25.000004,4.0,82,0.39551385742187506,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00390000,2026-08-14 15:51:03+00:00,390.0,0.1,0.0,0.21,0.09,900.0002,3.0,52,0.45703667968750006,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00395000,2026-08-13 15:56:57+00:00,395.0,0.03,0.0,0.11,0.0,0.0,4.0,43,0.43848217773437503,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00400000,2026-08-14 15:47:07+00:00,400.0,0.1,0.0,0.21,0.060000002,150.0,3.0,370,0.49707534179687507,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00405000,2026-08-13 13:30:00+00:00,405.0,0.01,0.0,0.87,0.0,0.0,1.0,39,0.5747112841796875,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904C00415000,2026-08-14 15:01:02+00:00,415.0,0.02,0.0,0.02,-0.29999998,-93.74999,49.0,1,0.42578699218750005,False,REGULAR,USD,call,2026-09-04,AAPL
AAPL260904P00200000,2026-08-14 17:54:29+00:00,200.0,0.05,0.01,0.1,0.030000001,150.0,2.0,31,0.6601596484375001,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00205000,2026-08-03 16:54:23+00:00,205.0,0.06,0.0,0.91,0.0,0.0,2.0,2,0.8247087841796874,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00210000,2026-08-13 19:05:19+00:00,210.0,0.02,0.0,0.89,0.0,0.0,25.0,38,0.778322529296875,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00215000,2026-08-13 15:45:26+00:00,215.0,0.02,0.0,0.16,0.0,0.0,20.0,26,0.5820354296875,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00220000,2026-08-13 16:54:19+00:00,220.0,0.03,0.01,0.07,0.0,0.0,1.0,95,0.507817421875,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00225000,2026-08-14 17:30:49+00:00,225.0,0.04,0.01,0.21,0.0,0.0,1.0,19,0.53320779296875,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00230000,2026-08-14 17:43:05+00:00,230.0,0.04,0.01,0.14,-0.1,-71.42857,50.0,40,0.51562984375,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00235000,2026-08-13 15:21:20+00:00,235.0,0.14,0.01,0.22,0.0,0.0,2.0,18,0.5127001855468749,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00240000,2026-08-12 19:20:08+00:00,240.0,0.07,0.01,0.1,0.0,0.0,1.0,152,0.42774009765625004,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00245000,2026-08-14 19:53:43+00:00,245.0,0.07,0.04,0.25,0.0,0.0,4.0,59,0.450200810546875,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00250000,2026-08-14 14:20:03+00:00,250.0,0.08,0.04,0.1,-0.030000001,-27.272728,9.0,124,0.3632876171875,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00255000,2026-08-14 19:28:57+00:00,255.0,0.13,0.06,0.15,-0.040000007,-23.529415,17.0,150,0.35108070800781244,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00260000,2026-08-14 18:20:55+00:00,260.0,0.15,0.08,0.24,-0.03999999,-21.052628,111.0,154,0.34278000976562495,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00265000,2026-08-14 19:43:50+00:00,265.0,0.2,0.12,0.27,-0.08,-28.571428,25.0,278,0.3147041186523437,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00270000,2026-08-14 19:13:38+00:00,270.0,0.28,0.25,0.34,-0.06999999,-19.999998,19.0,594,0.2919992675781249,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00275000,2026-08-14 19:50:00+00:00,275.0,0.36,0.36,0.43,-0.109999985,-23.404251,80.0,715,0.2690502783203125,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00280000,2026-08-14 19:50:00+00:00,280.0,0.54,0.51,0.57,-0.21999997,-28.947363,72.0,1018,0.247077841796875,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00285000,2026-08-14 19:54:55+00:00,285.0,0.83,0.8,0.89,-0.39000005,-31.967215,99.0,1424,0.23413851806640623,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00290000,2026-08-14 19:38:22+00:00,290.0,1.4,1.3,1.43,-0.37,-20.903955,142.0,1133,0.22364057617187497,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00295000,2026-08-14 19:58:51+00:00,295.0,2.22,2.1,2.3,-0.56999993,-20.430105,286.0,719,0.21472953247070312,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00300000,2026-08-14 19:58:21+00:00,300.0,3.6,3.45,3.7,-0.69000006,-16.083918,475.0,2189,0.20966366516113277,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00305000,2026-08-14 19:59:28+00:00,305.0,5.61,5.35,5.75,-0.63999987,-10.239998,96.0,631,0.2074053869628906,False,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00310000,2026-08-14 19:51:02+00:00,310.0,8.22,8.0,8.55,-1.3699999,-14.285712,34.0,853,0.20917538879394526,True,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00315000,2026-08-14 19:10:11+00:00,315.0,11.91,10.65,12.45,-1.3699999,-10.316264,69.0,501,0.2302933416748047,True,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00320000,2026-08-14 19:57:24+00:00,320.0,15.7,14.9,15.8,-1.3499994,-7.9178853,3.0,565,0.21131159790039059,True,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00325000,2026-08-14 19:10:17+00:00,325.0,19.93,18.5,20.5,-1.8899994,-8.661776,1.0,105,0.23780059082031246,True,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00330000,2026-08-14 19:22:18+00:00,330.0,24.5,23.15,25.4,-1.0,-3.9215686,14.0,190,0.27027096923828126,True,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00335000,2026-08-13 19:21:38+00:00,335.0,31.53,28.05,30.4,0.0,0.0,20.0,196,0.3064034204101562,True,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00340000,2026-08-14 19:37:53+00:00,340.0,33.45,32.4,36.05,-2.9300003,-8.053876,37.0,20,0.38269660278320305,True,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00345000,2026-08-11 13:48:02+00:00,345.0,38.78,37.25,41.1,0.0,0.0,50.0,0,0.4211483666992188,True,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00350000,2026-08-04 18:38:39+00:00,350.0,41.3,42.3,46.1,0.0,0.0,17.0,0,0.4552056433105469,True,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00355000,2026-07-29 19:33:50+00:00,355.0,19.9,47.3,51.1,0.0,0.0,2.0,0,0.48816429809570316,True,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00360000,2026-07-29 19:40:12+00:00,360.0,24.4,52.3,56.1,0.0,0.0,,0,0.5200243310546875,True,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00365000,2026-07-30 14:06:06+00:00,365.0,35.0,57.25,61.1,0.0,0.0,,0,0.5509078112792969,True,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00375000,2026-07-27 18:54:25+00:00,375.0,40.5,67.3,71.1,0.0,0.0,,0,0.6102333898925782,True,REGULAR,USD,put,2026-09-04,AAPL
AAPL260904P00385000,2026-07-30 19:16:07+00:00,385.0,51.3,77.3,81.1,0.0,0.0,,0,0.6665072412109377,True,REGULAR,USD,put,2026-09-04,AAPL
AAPL260925C00230000,2026-08-14 17:53:22+00:00,230.0,77.21,75.15,78.95,-6.3799973,-7.632489,2.0,1,0.5216112292480468,True,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00255000,2026-08-12 19:34:12+00:00,255.0,48.85,50.65,54.35,0.0,0.0,81.0,41,0.4942677526855469,True,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00275000,2026-08-14 15:17:31+00:00,275.0,32.06,31.9,34.55,0.6100006,1.9395885,3.0,11,0.35144691528320304,True,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00280000,2026-08-13 18:08:15+00:00,280.0,26.37,27.65,30.1,0.0,0.0,3.0,17,0.33197689514160156,True,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00285000,2026-08-13 18:08:15+00:00,285.0,22.22,23.65,25.75,0.0,0.0,5.0,43,0.3120796331787109,True,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00290000,2026-08-14 18:35:22+00:00,290.0,20.76,19.4,21.6,1.6599998,8.691098,12.0,25,0.29395237304687494,True,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00295000,2026-08-14 19:45:00+00:00,295.0,16.67,16.25,17.15,2.2700005,15.763892,5.0,25,0.2630078582763672,True,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00300000,2026-08-14 19:46:17+00:00,300.0,13.35,13.25,14.2,-0.09999943,-0.74349016,113.0,247,0.26474734283447265,True,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00305000,2026-08-14 19:59:04+00:00,305.0,10.63,10.4,10.85,0.13000011,1.2380964,90.0,233,0.24817646362304688,True,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00310000,2026-08-14 19:57:45+00:00,310.0,8.15,7.9,8.3,-0.15000057,-1.8072357,116.0,388,0.2420730090332031,False,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00315000,2026-08-14 19:59:21+00:00,315.0,6.05,5.85,6.2,-0.25,-3.9682539,104.0,312,0.23749541809082028,False,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00320000,2026-08-14 19:59:21+00:00,320.0,4.35,4.35,4.55,-0.1500001,-3.3333354,217.0,368,0.23477938079833982,False,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00325000,2026-08-14 19:51:05+00:00,325.0,3.3,3.1,3.35,-0.20000005,-5.714287,212.0,420,0.2354202435302734,False,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00330000,2026-08-14 19:59:33+00:00,330.0,2.3,2.26,2.35,-0.08000016,-3.3613513,68.0,607,0.233406103515625,False,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00335000,2026-08-14 19:58:58+00:00,335.0,1.66,1.58,1.75,-0.17000008,-9.289621,507.0,468,0.23780059082031246,False,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00340000,2026-08-14 19:59:25+00:00,340.0,1.05,1.16,1.32,-0.29000008,-21.641796,67.0,589,0.24323266540527344,False,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00345000,2026-08-14 19:02:22+00:00,345.0,0.9,0.82,1.0,0.060000002,7.1428576,10.0,154,0.24878680908203127,False,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00350000,2026-08-14 19:04:52+00:00,350.0,0.66,0.6,0.72,-0.00999999,-1.4925358,268.0,179,0.25135026000976557,False,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00355000,2026-08-14 18:54:31+00:00,355.0,0.48,0.34,0.61,0.00999999,2.1276577,6.0,85,0.2624585473632813,False,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00365000,2026-08-14 18:01:46+00:00,365.0,0.29,0.2,0.4,-0.02000001,-6.451616,1.0,97,0.2778392529296875,False,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00370000,2026-08-14 19:35:32+00:00,370.0,0.21,0.1,0.33,0.019999996,10.526314,3.0,16,0.2858958129882812,False,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925C00375000,2026-08-14 16:08:00+00:00,375.0,0.17,0.15,0.2,0.030000001,21.428572,8.0,55,0.2797923583984374,False,REGULAR,USD,call,2026-09-25,AAPL
AAPL260925P00240000,2026-08-14 17:11:30+00:00,240.0,0.21,0.08,0.32,-0.010000005,-4.545457,3.0,17,0.36133451171875,False,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00250000,2026-08-14 18:05:03+00:00,250.0,0.4,0.2,0.39,0.030000001,8.108108,2.0,157,0.31958688232421867,False,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00260000,2026-08-14 18:31:16+00:00,260.0,0.51,0.44,0.5,-0.060000002,-10.526316,5.0,65,0.2795482202148437,False,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00265000,2026-08-14 17:28:06+00:00,265.0,0.7,0.52,0.8,-0.120000005,-14.634147,6.0,109,0.2790599438476562,False,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00270000,2026-08-14 19:58:39+00:00,270.0,0.84,0.72,0.97,-0.26000005,-23.636368,43.0,202,0.2620923400878906,False,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00275000,2026-08-14 19:58:39+00:00,275.0,1.19,1.05,1.32,-0.32999992,-21.710522,35.0,315,0.25220474365234374,False,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00280000,2026-08-14 19:28:42+00:00,280.0,1.7,1.48,1.79,-0.37999988,-18.269226,165.0,772,0.24243921630859372,False,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00285000,2026-08-14 19:32:28+00:00,285.0,2.38,2.2,2.5,-0.40999985,-14.695335,54.0,453,0.2355423126220703,False,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00290000,2026-08-14 19:18:04+00:00,290.0,3.5,3.0,3.35,-0.48000002,-12.060302,135.0,381,0.22571575073242187,False,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00295000,2026-08-14 19:36:01+00:00,295.0,4.55,4.3,4.75,-0.75,-14.150943,121.0,289,0.22376264526367184,False,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00300000,2026-08-14 19:57:01+00:00,300.0,6.3,6.1,6.55,-1.2199998,-16.223402,63.0,327,0.22217574707031246,False,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00305000,2026-08-14 19:59:50+00:00,305.0,8.33,8.2,8.55,-1.1499996,-12.130798,54.0,242,0.21546194702148438,False,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00310000,2026-08-14 19:16:01+00:00,310.0,11.1,10.65,11.2,-1.0,-8.264462,51.0,145,0.21399711791992188,True,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00315000,2026-08-12 15:38:53+00:00,315.0,17.2,12.8,15.05,0.0,0.0,2.0,23,0.23203282623291016,True,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00320000,2026-08-14 13:30:03+00:00,320.0,17.65,16.05,18.55,-1.2000008,-6.3660517,1.0,28,0.23297886169433596,True,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00325000,2026-08-13 15:20:08+00:00,325.0,22.7,20.1,22.35,0.0,0.0,18.0,80,0.23334506896972657,True,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00330000,2026-08-13 14:42:36+00:00,330.0,25.85,24.05,26.65,0.0,0.0,1.0,15,0.2417068017578125,True,REGULAR,USD,put,2026-09-25,AAPL
AAPL260925P00335000,2026-08-12 15:56:00+00:00,335.0,34.17,28.75,30.95,0.0,0.0,2.0,4,0.24341576904296874,True,REGULAR,USD,put,2026-09-25,AAPL
AAPL261218C00005000,2026-08-14 15:32:56+00:00,5.0,300.83,299.05,302.1,-7.2700195,-2.3596299,1.0,5,4.2539109326171864,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00010000,2026-08-07 19:52:49+00:00,10.0,303.27,294.1,297.9,0.0,0.0,2.0,0,2.1718795703125,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00015000,2026-08-07 19:52:49+00:00,15.0,298.33,289.15,292.95,0.0,0.0,2.0,0,2.00781748046875,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00020000,2026-08-07 18:06:08+00:00,20.0,292.93,284.2,288.0,0.0,0.0,2.0,2,1.875000625,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00025000,2026-05-29 17:11:59+00:00,25.0,286.17,0.0,0.0,0.0,0.0,7.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00030000,2026-08-07 15:23:46+00:00,30.0,283.62,274.3,278.1,0.0,0.0,1.0,11,1.673829755859375,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00035000,2026-06-22 14:33:53+00:00,35.0,266.33,284.8,288.6,0.0,0.0,2.0,1,4.01904794494629,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00040000,2026-08-11 14:27:27+00:00,40.0,266.87,264.45,268.25,0.0,0.0,1.0,5,1.5478538232421872,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00045000,2026-06-22 18:35:05+00:00,45.0,254.68,274.95,278.8,0.0,0.0,1.0,50,3.4260268255615234,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00050000,2026-07-31 13:53:15+00:00,50.0,255.85,254.75,258.3,0.0,0.0,5.0,1995,1.4453152734375,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00060000,2026-08-11 14:27:27+00:00,60.0,247.25,244.75,248.55,0.0,0.0,1.0,262,1.3378939355468746,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00070000,2026-08-10 16:05:13+00:00,70.0,237.58,235.05,238.6,0.0,0.0,6.0,2374,1.255863095703125,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00080000,2026-07-30 19:43:25+00:00,80.0,254.27,225.05,228.85,0.0,0.0,1.0,368,1.1701701647949219,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00085000,2026-08-06 19:44:31+00:00,85.0,228.7,220.15,223.95,0.0,0.0,100.0,605,1.137211345214844,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00090000,2026-08-12 18:10:00+00:00,90.0,212.87,215.2,219.0,0.0,0.0,1.0,466,1.0969283435058594,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00095000,2026-08-03 19:41:05+00:00,95.0,211.1,210.25,214.05,0.0,0.0,1.0,100,1.058842596435547,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00100000,2026-08-07 18:21:22+00:00,100.0,213.59,205.45,209.05,0.0,0.0,1.0,3259,1.0293017285156252,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00105000,2026-08-13 19:51:32+00:00,105.0,200.97,200.4,204.2,0.0,0.0,1.0,175,0.9938965454101563,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00110000,2026-07-29 17:00:56+00:00,110.0,233.0,195.5,199.3,0.0,0.0,1.0,523,0.9663089306640625,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00115000,2026-08-13 19:51:32+00:00,115.0,191.17,190.55,194.35,0.0,0.0,1.0,330,0.9333502758789063,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00120000,2026-07-29 15:59:36+00:00,120.0,223.03,185.75,189.25,0.0,0.0,20.0,1321,0.9016123120117188,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00125000,2026-08-10 13:30:01+00:00,125.0,183.7,180.7,184.5,0.0,0.0,1.0,471,0.875977802734375,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00130000,2026-08-10 13:30:06+00:00,130.0,179.46,175.9,179.5,0.0,0.0,1.0,1382,0.8508315698242188,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00135000,2026-07-30 19:43:25+00:00,135.0,200.22,170.9,174.7,0.0,0.0,1.0,698,0.8261736132812498,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00140000,2026-08-06 18:17:36+00:00,140.0,174.2,165.95,169.75,0.0,0.0,3.0,1080,0.7976094458007812,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00145000,2026-08-10 16:46:58+00:00,145.0,162.9,161.05,164.85,0.0,0.0,2.0,732,0.7739280419921876,True,REGULAR,USD,call,2026-12-18,AAPL
AAPL261218C00150000,2026-08-14 18:43:02+00:00,150.0,157.88,156.1,159.95,-7.220001,-4.373108,2.0,415,0.7486597399902344,True,REGULAR,USD,call,2026-12-18,AAPL
